# Monster spawns by Nadilas.
# Still Some Mobs Missing 
# When I Have More Info I Will Add Them,
# Remember The Spawns Need A Little Rework Later.
# Updated Missing Spawns By DPGuide & Corrected By Darkwolf999.
# mapid npcid x z y heading

#Poeta

#Captain Paruru 
210010000 210084 285.83984 1683.7227 109.96094 44
210010000 210084 283.1827 1718.0933 117.09188 33

# Dukaki Vigilante
210010000 210092 415.70578 1856.8256 141.95996 116
210010000 210092 224.27075 1899.695 170.73308 13
210010000 210092 296.64313 2076.2578 169.76611 38
210010000 210092 292.24762 2060.3684 169.75 104
210010000 210092 361.17892 1915.4381 152.97794 96
210010000 210092 290.36343 1936.0331 156.05893 21
210010000 210092 358.78156 1840.486 145.92735 66
210010000 210092 264.8242 1757.7275 127.46637 101
210010000 210092 273.48276 2082.6174 171.50626 109
210010000 210092 362.46805 1933.4152 154.625 97
210010000 210092 252.49638 2009.3607 152.53102 88
210010000 210092 237.49939 1892.3573 169.89734 4
210010000 210092 291.96008 1984.8308 156.25714 52
210010000 210092 330.27148 2107.5454 151.16486 59
210010000 210092 283.34802 2030.4708 162.7319 86

# Dukaki Brawler
210010000 210096 360.82492 1977.2029 154.35054 53
210010000 210096 284.7528 1907.408 155.10275 70
210010000 210096 375.42477 1867.3162 146.9625 65
210010000 210096 377.46695 2058.6494 157.40831 0
210010000 210096 297.10425 2103.3784 159.34483 40
210010000 210096 253.18608 2032.0741 152.8474 19
210010000 210096 354.96408 1845.9341 145.8065 72
210010000 210096 247.02309 1908.4333 169.29375 67
210010000 210096 206.96262 1865.0275 171.32233 27
210010000 210096 233.71725 1925.4811 169.42038 115
210010000 210096 278.34872 2099.8176 159.46619 57
210010000 210096 297.96445 2010.2466 156.4325 98
210010000 210096 228.60344 1873.2231 169.97313 79
210010000 210096 298.6182 1925.9784 154.38814 80
210010000 210096 403.89438 2071.5188 160.52347 38
210010000 210096 312.4391 2006.412 155.20395 106
210010000 210096 378.7213 2012.1222 157.52982 47
210010000 210096 404.72452 2029.513 154.34532 10
210010000 210096 345.93283 2097.4395 153.25255 93
210010000 210096 413.15982 2049.8909 155.04568 115
210010000 210096 353.28723 1915.9705 152.4604 115
210010000 210096 400.50897 1868.7279 146.76147 53
210010000 210096 217.79709 1800.987 143.25 101
210010000 210096 207.17155 1896.9108 172.77946 11

# Dukaki Thug
210010000 210097 217.35777 1245.9186 108.03492 30
210010000 210097 221.81047 1206.0125 110.6479 4
210010000 210097 230.09105 1217.3923 110.36547 41
210010000 210097 224.1465 1170.3798 111.80357 24

# Dukaki Patrol
210010000 210101 210.38667 1156.2478 116.582436 111
210010000 210101 225.85222 1184.9004 112.25 26
210010000 210101 223.85815 1028.571 121.84088 95
210010000 210101 223.63905 1081.1729 125.92319 89
210010000 210101 237.39908 1201.9071 111.568016 53
210010000 210101 216.60947 1234.0282 108.71191 28
210010000 210101 178.37137 1156.347 120.22808 78
210010000 210101 189.76163 1146.9485 120.36021 19
210010000 210101 244.23537 1035.8759 121.45659 64

# Pincer Head Sparkle
210010000 210114 218.13339 1421.9553 103.122246 12
210010000 210114 247.487 1487.7129 102.90706 103
210010000 210114 182.32323 1345.271 103.875 43
210010000 210114 265.46075 1462.1411 101.65245 74
210010000 210114 172.61925 1563.5629 102.336296 84
210010000 210114 601.6968 1325.8297 116.3075 58
210010000 210114 246.59628 1261.3943 106.74827 6
210010000 210114 234.65967 1511.4742 105.81703 88
210010000 210114 237.58212 1450.2303 101.831024 10
210010000 210114 210.26524 1390.6013 106.479095 22
210010000 210114 254.13455 1320.9095 102.43736 1
210010000 210114 175.85506 1553.4435 101.53478 105
210010000 210114 209.27246 1329.6508 104.56367 27
210010000 210114 232.5402 1447.2067 102.13289 85
210010000 210114 209.83932 1344.9028 103.1776 117

# Two-day Sparky
210010000 210119 587.2658 1301.8048 112.44191 75
210010000 210119 549.0901 1350.97 117.19313 13
210010000 210119 601.5786 1253.2787 110.56383 0
210010000 210119 509.33792 1395.341 108.25019 10
210010000 210119 625.23267 1250.8474 110.42796 117
210010000 210119 592.1784 1333.0172 116.07472 82
210010000 210119 483.41608 1392.0729 110.43888 95

# Three-day sparky
210010000 210120 453.75897 1741.8839 118.88336 94
210010000 210120 438.08914 1800.9688 125.31055 80
210010000 210120 243.23047 1268.4913 106.5916 4
210010000 210120 248.19966 1308.8387 102.94528 52
210010000 210120 220.2572 1623.2983 101.77636 23
210010000 210120 206.81958 1388.8984 106.360214 42
210010000 210120 231.7011 1620.8278 100.198265 117
210010000 210120 234.7334 1450.3608 102.16937 73
210010000 210120 232.10793 1533.749 101.051605 117
210010000 210120 446.01797 1780.4894 123.96901 107
210010000 210120 183.63318 1343.4839 103.939514 86
210010000 210120 229.09383 1627.3662 99.902885 4
210010000 210120 167.81142 1563.0955 102.476425 73
210010000 210120 212.19328 1328.0958 105.11312 63
210010000 210120 264.68082 1463.8685 102.02903 37
210010000 210120 431.72632 1789.6809 124.87216 100
210010000 210120 464.57852 1758.4979 118.54326 0

# Striped Kerub
210010000 210133 1046.4458 1003.7095 130.44888 98
210010000 210133 1040.7334 1000.9494 130.02602 22
210010000 210133 1134.409 1014.66705 129.68558 22
210010000 210133 1104.5505 1019.32666 126.396774 54
210010000 210133 1043.5104 1136.1357 119.205025 45
210010000 210133 1064.2896 951.27246 135.64523 37
210010000 210133 1080.3119 962.6526 131.88208 47
210010000 210133 1059.1674 1125.1581 119.875 92

# Gray Zaif
210010000 210142 646.60297 1860.8645 143.875 11
210010000 210142 668.86 1892.5574 143.13388 79
210010000 210142 631.34955 1825.6774 142.625 4
210010000 210142 474.31122 1670.0107 126.14311 81
210010000 210142 471.40518 1651.2823 126.2442 97
210010000 210142 551.5065 1858.9557 137.37466 73
210010000 210142 681.5396 1878.563 142.83449 6
210010000 210142 608.0993 1869.0996 142.01862 63
210010000 210142 571.85315 1888.886 137.85156 50
210010000 210142 599.3719 1815.459 136.87376 28
210010000 210142 591.29175 1837.9519 137.82172 0
210010000 210142 619.14026 1850.5046 142.625 59
210010000 210142 492.34244 1644.8342 122.83288 99
210010000 210142 507.1496 1658.863 124.91182 6
210010000 210142 582.56793 1864.748 141.07825 102

# Dukaki Digger
210010000 210149 234.41734 2077.896 153.96092 55
210010000 210149 423.06903 2066.7773 157.2819 115
210010000 210149 330.05103 2019.3683 156.29922 24
210010000 210149 424.56485 2048.8298 155.6412 7
210010000 210149 232.0936 2074.8516 153.73145 41
210010000 210149 342.36685 1889.7129 157.72867 7
210010000 210149 385.0285 1972.6923 154.75 109
210010000 210149 235.32973 2018.7415 151.87877 38
210010000 210149 256.90472 2130.992 157.999 31
210010000 210149 309.32626 2081.1167 168.72646 11
210010000 210149 342.47852 1896.3185 158.97018 114
210010000 210149 422.99042 2043.5422 155.70844 9
210010000 210149 219.44139 1999.8651 151.96169 75
210010000 210149 386.48642 2072.911 156.23499 23
210010000 210149 352.24585 1958.3951 154.66507 25
210010000 210149 334.00067 1937.5028 154.625 70
210010000 210149 346.52777 2115.4634 151.20897 50
210010000 210149 229.38586 2020.3154 151.63696 38
210010000 210149 333.49387 1884.714 153.85378 41
210010000 210149 330.9155 1890.2922 156.81052 100
210010000 210149 341.13107 2115.5603 151.08643 19
210010000 210149 348.50803 1962.6827 154.875 3
210010000 210149 329.1193 2026.0944 157.07585 97
210010000 210149 240.21696 2022.1351 152.25845 45
210010000 210149 224.0619 1995.9572 152.12648 75

# Dukaki worker
210010000 210154 309.82327 1991.5273 155.26105 41
210010000 210154 382.9447 1994.9902 155.00569 93
210010000 210154 322.42264 1825.503 146.27565 2

# Tursin Sentinel
210010000 210157 229.07533 1021.5934 121.80795 28
210010000 210157 231.47893 1193.0651 111.6456 33
210010000 210157 206.76799 1089.7312 110.3937 10
210010000 210157 236.84491 1127.1542 103.376854 99

# Tursin Overseer
210010000 210160 339.86438 1968.76 154.625 34
210010000 210160 318.7086 2013.6285 156.23213 34
210010000 210160 234.7226 1822.368 144.43149 85
210010000 210160 275.75995 1923.3383 159.92366 64
210010000 210160 294.02313 1853.8584 149.61163 115
210010000 210160 266.45877 1872.9489 152.39923 19
210010000 210160 247.32938 2054.5193 154.48108 31

# Tursin Outlaw
210010000 210181 361.09866 1851.3383 146.11359 0
210010000 210181 215.36143 1873.5308 171.09041 4
210010000 210181 256.37692 1792.7633 141.21498 58
210010000 210181 246.33669 1842.443 147.86725 71
210010000 210181 244.95026 1915.4506 168.04362 65
210010000 210181 387.10675 1868.1742 146.33006 3
210010000 210181 299.8626 1899.6705 154.71565 113
210010000 210181 282.3359 2012.8594 161.17871 83
210010000 210181 360.68262 2066.1755 157.29266 88

# Spore Shade Fungus
210010000 210191 220.93661 1538.7538 100.44146 115
210010000 210191 275.75937 1458.5219 100.556046 104
210010000 210191 180.9007 1572.4246 101.88912 102
210010000 210191 184.7859 1360.7751 102.027435 19
210010000 210191 242.34702 1328.3397 104.00331 100
210010000 210191 250.21518 1468.1716 101.771454 104
210010000 210191 191.0482 1549.093 100.67566 109
210010000 210191 228.0069 1417.4183 103.57228 76
210010000 210191 241.86012 1505.8386 105.336 93
210010000 210191 189.9761 1608.6562 103.873505 86

# Fearless Fungy
210010000 210192 201.50105 1621.8433 106.125 95
210010000 210192 242.14854 1476.072 103.24522 90
210010000 210192 240.60661 1501.5203 104.55424 33
210010000 210192 197.76057 1543.8369 100.463425 115
210010000 210192 217.18436 1541.9125 100.5 115
210010000 210192 183.41081 1377.1097 101.518005 71
210010000 210192 180.99652 1599.1216 104.585785 76
210010000 210192 184.5214 1554.666 100.80983 75
210010000 210192 254.87253 1443.3656 101.62395 112
210010000 210192 227.0698 1328.2668 104.25873 10
210010000 210192 279.38364 1643.9436 103.16591 29

# Grove Abex
210010000 210195 533.9572 1472.021 106.63161 26
210010000 210195 528.1584 1420.4987 109.9263 40
210010000 210195 651.93054 1453.181 120.894875 11
210010000 210195 616.61743 1506.7036 117.207565 43
210010000 210195 463.8272 1532.399 106.3642 58
210010000 210195 561.0773 1433.4126 111.90041 32
210010000 210195 661.1963 1497.8754 120.79361 40
210010000 210195 654.0824 1549.907 123.252495 31
210010000 210195 712.35767 1564.3699 129.91818 107
210010000 210195 655.5123 1516.3978 123.14733 102
210010000 210195 459.58252 1513.6952 103.61796 109
210010000 210195 502.89282 1524.8402 104.28666 54
210010000 210195 631.8318 1650.2838 117 98
210010000 210195 628.3079 1533.9047 118.24643 6
210010000 210195 604.9722 1464.5537 117.194214 72
210010000 210195 556.6646 1457.9039 104.9637 17
210010000 210195 675.48096 1535.188 124.48169 16
210010000 210195 609.94543 1490.5718 118.235466 119
210010000 210195 701.35333 1547.9674 127.5 77
210010000 210195 638.75574 1528.8193 120.645676 106
210010000 210195 666.29626 1598.347 125.87303 10
210010000 210195 616.8515 1632.3679 117.375 47
210010000 210195 591.02594 1434.9559 112.25989 101
210010000 210195 513.9624 1452.875 103.4953 27
210010000 210195 679.34845 1567.2738 125.45644 40
210010000 210195 647.75653 1591.5288 125.23903 26
210010000 210195 501.36362 1498.68 105.0425 29
210010000 210195 627.30164 1479.1119 120.3017 1
210010000 210195 533.73016 1513.9025 106.43721 0
210010000 210195 688.7221 1604.8175 124.09622 15
210010000 210195 591.768 1645.0402 118.18555 53
210010000 210195 627.6601 1451.8795 120.64624 113
210010000 210195 544.5542 1400.2848 115.122116 84
210010000 210195 604.85504 1524.412 115.50957 46
210010000 210195 661.1309 1474.4248 119.42932 17

# Brown bristle Brax
210010000 210259 668.5125 1108.1704 99.375 86
210010000 210259 738.55005 1077.8384 99.375 17
210010000 210259 693.06555 1124.7346 100.54591 69
210010000 210259 653.5327 1141.4004 100.64584 52
210010000 210259 704.53516 1098.3956 100.11628 10
210010000 210259 681.68427 1110.0155 100.4379 81
210010000 210259 666.2826 1135.0664 99.793625 49
210010000 210259 686.4891 1087.9219 100.56875 101
210010000 210259 677.2587 1126.1064 100.92065 10
210010000 210259 659.8983 1116.9263 99.375 86

# Everglade Sylphen
210010000 210261 523.634 1575.927 112.472565 87
210010000 210261 504.35458 1362.4984 112.86223 54
210010000 210261 560.2637 1644.6884 117.125 54
210010000 210261 492.66745 1407.8895 107.999855 33
210010000 210261 528.59546 1350.2775 113.32443 69
210010000 210261 561.7286 1576.7716 110.951775 70
210010000 210261 530.9288 1552.4612 111.846176 15
210010000 210261 509.14282 1553.3182 110.74311 60
210010000 210261 535.50446 1531.9414 109.88512 18
210010000 210261 555.00195 1506.0372 108.067276 102
210010000 210261 525.006 1495.2325 106.394646 4
210010000 210261 547.53485 1611.4222 117.05278 65
210010000 210261 541.3803 1576.8466 111.5 97
210010000 210261 521.65857 1605.8923 116.27922 33
210010000 210261 541.69763 1372.4208 116.05681 91
210010000 210261 566.20966 1543.3348 110.29157 104

# Short Bristle Mepigus
210010000 210262 477.725 1485.1892 105.091515 118
210010000 210262 452.75156 1550.9779 105.84671 26
210010000 210262 488.7771 1520.6133 104.892624 101
210010000 210262 482.7373 1544.4435 106.75 96
210010000 210262 525.6923 1524.6599 106.30688 114
210010000 210262 439.64078 1519.818 103.589806 66

# Dark beard Fauron
210010000 210305 653.0018 1625.7119 121.64367 62
210010000 210305 693.0306 1568.3441 126.26634 16
210010000 210305 633.8865 1605.0365 119.043495 19
210010000 210305 647.3328 1495.0195 119.78916 88
210010000 210305 684.5345 1628.2422 124.375 22
210010000 210305 646.91315 1565.3641 126.26225 108
210010000 210305 674.7339 1548.9575 125.70439 58

# Scar the alpha Zaif
210010000 210306 679.1218 1896.6045 143.74635 87

# One-day Sparky
210010000 210663 1148.7056 1020.56085 131.04234 84
210010000 210663 1146.1749 994.48956 134.80466 102
210010000 210663 1210.5848 1083.4032 138.75 12
210010000 210663 1193.0087 1087.0784 137.55869 56
210010000 210663 1215.1637 1106.6904 139.76135 31
210010000 210663 1205.1089 1120.2828 140.5571 19
210010000 210663 1185.1779 1108.2738 137.44852 59
210010000 210663 1225.617 1115.5426 142.121 109
210010000 210663 1226.2181 1096.5736 141.92953 2
210010000 210663 1199.5431 1099.6384 138.21548 66

# Digging Kerub
210010000 210664 917.5888 1102.1654 103.025696 26
210010000 210664 949.09033 1076.3704 107.443146 112
210010000 210664 1016.30786 1144.0087 110.64424 90
210010000 210664 930.7802 1081.3403 107.61746 65
210010000 210664 924.1846 1115.4253 103.238464 47
210010000 210664 1024.8751 1172.1575 113.95515 119
210010000 210664 924.30414 1116.2231 103.244934 65

# Wandering Kerub
210010000 210666 716.3374 1199.2018 107.78446 90
210010000 210666 626.5694 923.61615 103.02399 8
210010000 210666 681.8838 1001.60876 101.27445 55
210010000 210666 769.0776 1251.3018 113.35831 62
210010000 210666 644.11127 908.88885 102.31251 54
210010000 210666 612.68774 916.547 103.082016 117
210010000 210666 479.22757 1078.8098 118.04828 13
210010000 210666 642.47955 888.77954 103.57628 57
210010000 210666 772.0429 1224.6829 110.18448 2
210010000 210666 666.1707 929.31805 103.813965 43
210010000 210666 751.3236 1261.7777 111.22221 90
210010000 210666 708.57983 972.7357 103.625 38
210010000 210666 732.1642 1019.2371 105.08624 94
210010000 210666 704.7548 996.3855 101.82681 100
210010000 210666 590.89954 933.16974 106.13756 55
210010000 210666 673.9566 942.6491 104.5 0
210010000 210666 567.7055 954.86597 108.55522 34
210010000 210666 657.12476 957.73114 102.228905 110
210010000 210666 676.20807 974.0526 102.86185 119
210010000 210666 731.097 1252.789 112.632126 102
210010000 210666 766.261 1202.283 106.98506 46
210010000 210666 688.9916 955.5972 104.29929 18
210010000 210666 478.13702 1066.1377 117.50865 113
210010000 210666 707.36804 1240.2123 111.921005 100
210010000 210666 563.7585 961.9724 110.13837 3
210010000 210666 497.21027 1065.3805 115.493195 103
210010000 210666 487.5512 1076.0106 116.1557 38
210010000 210666 621.41473 886.75305 103.125 73
210010000 210666 744.0184 1181.8483 107.38448 76
210010000 210666 711.28033 1160.734 106.53415 88
210010000 210666 670.45996 1164.2509 106.292244 42

# Pink Beak Airon
210010000 210668 644.109 977.9987 99.375244 82
210010000 210668 756.16516 1108.2054 99.375 12
210010000 210668 659.4625 1019.62415 99.375 6
210010000 210668 687.3165 1100.1603 99.375 69
210010000 210668 604.9714 1048.0896 99.375 117
210010000 210668 633.2423 1080.7908 99.375 46
210010000 210668 669.24506 1097.7467 99.375 64
210010000 210668 608.27985 983.62213 99.27362 35
210010000 210668 670.2348 1071.1926 99.375 61
210010000 210668 600.3787 1017.358 99.375 84
210010000 210668 640.1662 1019.7973 99.375 14
210010000 210668 600.2295 1082.6157 99.375 58
210010000 210668 623.14923 966.57007 99.60692 25
210010000 210668 632.1476 1109.7947 99.375 64
210010000 210668 579.4832 1055.2366 99.375 106
210010000 210668 657.55853 1054.6257 99.512955 55
210010000 210668 668.46954 1091.053 99.375 91
210010000 210668 638.80536 973.69916 99.3938 115
210010000 210668 578.1943 1069.4054 99.375 73
210010000 210668 689.2455 1060.9237 99.375 101
210010000 210668 667.99945 1059.8978 99.375 90
210010000 210668 625.1816 1005.1179 99.375 99
210010000 210668 724.1624 1089.2496 99.375 24
210010000 210668 718.424 1077.1672 99.44795 6
210010000 210668 613.262 1017.8937 99.375 2
210010000 210669 711.28033 1160.734 106.53415 88
210010000 210669 670.45996 1164.2509 106.292244 42

# Small horn Kerub
210010000 210670 725.92914 1207.7913 111.879425 86
210010000 210670 733.6589 1229.6312 110.02132 114
210010000 210670 716.39795 1014.7018 103.71272 60
210010000 210670 754.0104 1203.3234 109.46515 118
210010000 210670 744.7927 1022.9956 106.550095 50
210010000 210670 758.27856 1271.9371 110.74294 25
210010000 210670 613.1454 908.2563 102.94443 0
210010000 210670 687.62366 984.24866 101.60148 112
210010000 210670 688.48444 1232.8947 111.23683 41
210010000 210670 629.2096 892.5914 103.125 102
210010000 210670 662.2474 959.5293 102.46476 93
210010000 210670 753.3778 1246.901 110.11591 15
210010000 210670 678.385 943.1721 104.5 36
210010000 210670 646.9759 936.2419 102.43599 13
210010000 210670 653.90564 913.6256 102.9473 34

# Big Foot Kerub
210010000 210671 690.1714 960.8758 104.26198 39
210010000 210671 675.8479 947.6268 104.5 33
210010000 210671 627.22894 929.14996 102.606255 117
210010000 210671 689.5735 981.60455 101.74806 102
210010000 210671 562.0964 955.3896 109.66165 7
210010000 210671 660.7769 954.0695 102.79421 12
210010000 210671 631.6897 898.9284 103.125 10
210010000 210671 653.0187 938.4149 102.875 17

# Brown Bristle Brax Calf
210010000 210672 689.1116 1061.3191 99.375 31
210010000 210672 721.3728 1080.8972 99.68315 13

# Dukaki Woodcutter
210010000 210677 520.16 1696.4592 124.277214 78
210010000 210677 515.7398 1765.5563 125.72227 54
210010000 210677 528.86896 1704.2911 127.05487 63
210010000 210677 544.9529 1787.2823 130.60956 25
210010000 210677 528.31165 1728.7255 127.17241 6
210010000 210677 565.3407 1769.2297 132.89954 104
210010000 210677 551.6057 1688.1486 124.51857 11
210010000 210677 487.17383 1714.1215 121.323364 70
210010000 210677 505.19547 1740.7551 121.702805 95
210010000 210677 562.302 1714.7322 125.88728 10
210010000 210677 600.0938 1722.3033 131.45084 23
210010000 210677 542.2807 1804.0078 130.69371 20
210010000 210677 539.33264 1753.1542 126.427734 19
210010000 210677 579.1269 1692.402 124.90012 20
210010000 210677 502.6843 1726.1194 122.98838 38
210010000 210677 576.9262 1739.4993 133.68307 3
210010000 210677 486.2403 1789.1788 126.04506 51

# Dukaki Lumberjack
210010000 210679 558.34204 1908.8655 138.20047 62
210010000 210679 525.895 1877.166 138.56631 89
210010000 210679 543.43085 1891.1868 137.4309 111
210010000 210679 534.42206 1917.4292 140.25778 88
210010000 210679 538.8628 1839.3375 134.96402 81
210010000 210679 449.1793 1824.8718 133.07375 91
210010000 210679 482.09015 1820.7731 132.17331 83
210010000 210679 480.22015 1848.2783 136.64966 10
210010000 210679 507.69678 1839.4967 134.24274 64

# Fierce Gray Zaif
210010000 210683 643.17285 1842.6523 144.06238 66
210010000 210683 631.56714 1860.5841 142.98239 76
210010000 210683 598.05 1853.8727 140.74033 119
210010000 210683 488.57977 1683.6202 125.18497 12
210010000 210683 686.1497 1890.4951 143.21849 69

# Dukaki Thug
210010000 210686 243.80623 1053.7516 121.193855 96
210010000 210686 214.10968 1054.0906 121.63557 14
210010000 210686 172.37465 1138.8665 116.649315 116
210010000 210686 215.96759 1098.6669 126.83473 64
210010000 210686 172.38925 1107.988 131.9241 91
210010000 210686 228.67223 1111.8989 103.386665 27
210010000 210686 191.32307 1080.9379 116.43079 118
210010000 210686 209.28275 1126.0383 104.21978 55
210010000 210686 195.71346 1161.1039 119.29811 66
210010000 210686 245.99724 1119.3541 104.27541 59

# Kerub Fighter
210010000 210705 1122.1831 981.2818 131.79489 26
210010000 210705 1025.6967 983.20557 129.58035 100
210010000 210705 1144.0944 1007.0185 133.19351 34
210010000 210705 1028.5652 968.8522 131 32
210010000 210705 1056.098 978.6842 131.71336 0
210010000 210705 1123.2736 987.2549 131.13855 94
210010000 210705 1129.9574 981.21844 132.94849 73

# Dukaki Sentinel
210010000 214098 362.515 1867.8702 157.15013 71
210010000 214098 300.58643 2063.0266 176.89111 83
210010000 214098 251.4656 1822.3364 156.9425 80

# Kerub Grain sack
210010000 700105 1036.9269 964.26135 131 1
210010000 700105 1037.1132 969.2102 131 54

# Wine Barrel
210010000 700106 639.87384 873.9078 103.625 13
210010000 700106 575.4379 953.0995 108.03667 60
210010000 700106 649.34546 910.3688 102.60714 52
210010000 700106 668.83673 924.6403 104.439575 44
210010000 700106 707.784 971.1808 103.638504 33
210010000 700106 613.059 901.635 102.84481 68
210010000 700106 677.5647 993.27295 101.375 114
210010000 700106 559.9166 953.91675 109.65625 117
210010000 700106 653.6224 951.861 102.610085 86
210010000 700106 643.5968 886.64154 103.625 27
210010000 700106 629.90906 890.7303 103.20436 21
210010000 700106 643.5978 922.91693 102.842834 57

# Suspicious Box
210010000 700174 187.44165 1144.3655 120.63082 38

# Rakelaw Slink - Mob - lvl 3 - 8
210010000 210065 1000.274 1190.3046 106.53807 52
210010000 210065 977.7087 1240.3811 99.35118 23
210010000 210065 949.0908 1249.9846 100.55682 98
210010000 210065 933.0395 1228.9254 100.42078 1
210010000 210065 986.69904 1230.0303 100.61932 79
210010000 210065 1011.21954 1233.393 99.92921 3
210010000 210065 1002.09564 1242.7563 99.125 27
210010000 210065 962.7631 1231.209 101.321014 46

# Rakelaw Slink - Mob - lvl 3 - 5
210010000 210066 1017.0776 1244.1464 100.11833 79
210010000 210066 955.46814 1171.4551 107.306885 27
210010000 210066 1048.7727 1211.3594 108.99484 75
210010000 210066 987.4678 1258.6187 99.230194 91
210010000 210066 1076.132 1207.5198 123.054756 66

# Longnosed Snuffler - Mob - lvl 1 - 9
210010000 210078 1072.051 1018.366 136.75 84
210010000 210078 1078.7909 1003.3554 131.23499 70
210010000 210078 1102.1605 935.56305 139.71976 50
210010000 210078 1081.5103 1046.1499 138.14154 20
210010000 210078 1117.7277 956.2688 137.86493 50
210010000 210078 1241.461 1064.8997 146.34131 58
210010000 210078 1239.7124 1043.6931 145.125 45
210010000 210078 1164.7188 1021.20636 133.73398 41
210010000 210078 1210.3484 1029.0474 140.98401 53

# Grain Snuffler - Mob - lvl 2 - 12
210010000 210079 1004.03546 1125.5017 110.37721 73
210010000 210079 922.1649 1106.5094 103.042145 71
210010000 210079 1014.2495 1171.2782 113.84907 25
210010000 210079 936.5334 1067.4482 107.46666 108
210010000 210079 939.2705 1114.81 105.17563 73
210010000 210079 882.0307 1101.8188 104.25 18
210010000 210079 947.6434 1086.4227 107.629135 118
210010000 210079 957.9165 1128.6808 105.058205 71
210010000 210079 1020.4008 1137.1322 110.72081 62
210010000 210079 981.0178 1077.3053 113.0 47
210010000 210079 933.8317 1042.2166 114.56336 38
210010000 210079 912.03906 1080.5641 107.7123 47

# Dukaki Smacker - Mob - lvl 7 - 16
210010000 210092 224.27075 1899.695 170.73308 13
210010000 210092 322.2506 1915.5483 167.4848 104
210010000 210092 415.70578 1856.8256 141.95996 116
210010000 210092 291.96008 1984.8308 156.25714 52
210010000 210092 296.64313 2076.2578 169.76611 38
210010000 210092 252.49638 2009.3607 152.53102 88
210010000 210092 358.78156 1840.486 145.92735 66
210010000 210092 361.17892 1915.4381 152.97794 96
210010000 210092 362.46805 1933.4152 154.625 97
210010000 210092 283.34802 2030.4708 162.7319 86
210010000 210092 330.27148 2107.5454 151.16486 59
210010000 210092 264.8242 1757.7275 127.46637 101
210010000 210092 290.36343 1936.0331 156.05893 21
210010000 210092 273.48276 2082.6174 171.50626 109
210010000 210092 292.24762 2060.3684 169.75 104
210010000 210092 237.49939 1892.3573 169.89734 4

# Dukaki Brawler - Mob - lvl 7 - 17
210010000 210096 284.7528 1907.408 155.10275 70
210010000 210096 253.18608 2032.0741 152.8474 19
210010000 210096 233.71725 1925.4811 169.42038 115
210010000 210096 297.96445 2010.2466 156.4325 98
210010000 210096 206.96262 1865.0275 171.32233 27
210010000 210096 278.34872 2099.8176 159.46619 57
